# accelerometer data in g
t,x,y,z
236.28,-0.0938,-0.0156,0.9531
236.30,-0.0938,-0.0156,0.9531
236.32,-0.0938,-0.0156,0.9531
236.34,-0.0938,-0.0156,0.9531
236.36,-0.0938,-0.0156,0.9531
236.38,-0.0938,-0.0156,0.9531
236.40,-0.0938,-0.0156,0.9531
236.42,-0.0938,-0.0156,0.9531
236.44,-0.0938,-0.0156,0.9531
236.46,-0.0938,-0.0156,0.9531
236.48,-0.0938,-0.0156,0.9531
236.50,-0.0938,-0.0156,0.9531
236.52,-0.0938,-0.0156,0.9531
236.54,-0.0938,-0.0156,0.9531
236.56,-0.0938,-0.0156,0.9531
236.58,-0.0938,-0.0156,0.9375
236.60,-0.0938,-0.0156,0.9531
236.62,-0.0938,-0.0156,0.9531
236.64,-0.0938,-0.0156,0.9531
236.66,-0.0938,-0.0156,0.9531
236.68,-0.0938,-0.0156,0.9531
236.70,-0.0938,-0.0156,0.9531
236.72,-0.0938,-0.0156,0.9375
236.74,-0.0938,-0.0156,0.9531
236.76,-0.0938,-0.0156,0.9531
236.78,-0.0938,-0.0156,0.9531
236.80,-0.0938,-0.0156,0.9531
236.82,-0.0938,-0.0156,0.9531
236.84,-0.0938,-0.0156,0.9531
236.86,-0.0938,-0.0156,0.9531
236.88,-0.0938,-0.0156,0.9531
236.90,-0.0938,-0.0156,0.9531
236.92,-0.0938,-0.0156,0.9531
236.94,-0.0938,-0.0156,0.9531
236.96,-0.0938,-0.0156,0.9531
236.98,-0.0938,-0.0156,0.9375
237.00,-0.0938,-0.0156,0.9375
237.02,-0.0938,-0.0156,0.9531
237.04,-0.0938,-0.0156,0.9531
237.06,-0.0938,-0.0156,0.9375
237.08,-0.0938,-0.0156,0.9531
237.10,-0.0938,-0.0156,0.9531
237.12,-0.0938,-0.0156,0.9531
237.14,-0.0938,-0.0156,0.9531
237.16,-0.0938,-0.0156,0.9531
237.18,-0.0938,-0.0156,0.9531
237.20,-0.0938,-0.0156,0.9531
237.22,-0.0938,-0.0156,0.9375
237.24,-0.0938,-0.0156,0.9531
237.26,-0.0938,-0.0156,0.9531
237.28,-0.0938,-0.0156,0.9531
237.30,-0.0938,-0.0156,0.9531
237.32,-0.0938,-0.0156,0.9531
237.34,-0.0938,-0.0156,0.9531
237.36,-0.0938,-0.0156,0.9531
237.38,-0.0938,-0.0156,0.9375
237.40,-0.0938,-0.0156,0.9375
237.42,-0.0938,-0.0156,0.9375
237.44,-0.0938,-0.0156,0.9531
237.46,-0.0938,-0.0156,0.9531
237.48,-0.0938,-0.0156,0.9375
237.50,-0.0938,-0.0156,0.9531
237.52,-0.0938,-0.0156,0.9531
237.54,-0.0938,-0.0156,0.9531
237.56,-0.0938,-0.0156,0.9531
237.58,-0.0938,-0.0156,0.9531
237.60,-0.0938,-0.0156,0.9531
237.62,-0.0938,-0.0156,0.9531
237.64,-0.0938,-0.0156,0.9531
237.66,-0.0938,-0.0156,0.9375
237.68,-0.0938,-0.0156,0.9531
237.70,-0.0938,-0.0156,0.9531
237.72,-0.0938,-0.0156,0.9531
237.74,-0.0938,-0.0156,0.9531
237.76,-0.0938,-0.0156,0.9531
237.78,-0.0938,-0.0156,0.9531
237.80,-0.0938,-0.0156,0.9531
237.82,-0.0938,-0.0156,0.9531
237.84,-0.0938,-0.0156,0.9531
237.86,-0.0938,-0.0156,0.9531
237.88,-0.0938,-0.0156,0.9531
237.90,-0.0938,-0.0156,0.9531
237.92,-0.0938,-0.0156,0.9531
237.94,-0.0938,-0.0156,0.9531
237.96,-0.0938,-0.0156,0.9531
237.98,-0.0938,-0.0156,0.9375
238.00,-0.0938,-0.0156,0.9531
238.02,-0.0938,-0.0156,0.9531
238.04,-0.0938,-0.0156,0.9531
238.06,-0.0938,-0.0156,0.9531
238.08,-0.0938,-0.0156,0.9531
238.10,-0.0938,-0.0156,0.9531
238.12,-0.0938,-0.0156,0.9531
238.14,-0.0938,-0.0156,0.9531
238.16,-0.0938,-0.0156,0.9531
238.18,-0.0938,-0.0156,0.9531
238.20,-0.0938,-0.0156,0.9531
238.22,-0.0938,-0.0156,0.9375
238.24,-0.0938,-0.0156,0.9531
238.26,-0.0938,-0.0156,0.9531
238.28,-0.0938,-0.0156,0.9531
238.30,-0.0938,-0.0156,0.9375
238.32,-0.0938,-0.0156,0.9531
238.34,-0.0938,-0.0156,0.9375
238.36,-0.0938,-0.0156,0.9375
238.38,-0.0938,-0.0156,0.9531
238.40,-0.0938,-0.0156,0.9531
238.42,-0.0938,-0.0156,0.9375
238.44,-0.0938,-0.0156,0.9531
238.46,-0.0938,-0.0156,0.9531
238.48,-0.0938,-0.0156,0.9531
238.50,-0.0938,-0.0156,0.9531
238.52,-0.0938,-0.0156,0.9531
238.54,-0.0938,-0.0156,0.9531
238.56,-0.0938,-0.0156,0.9531
238.58,-0.0938,-0.0156,0.9531
238.60,-0.0938,-0.0156,0.9531
238.62,-0.0938,-0.0156,0.9531
238.64,-0.0938,-0.0156,0.9531
238.66,-0.0938,-0.0156,0.9531
238.68,-0.0938,-0.0156,0.9531
238.70,-0.0938,-0.0156,0.9531
238.72,-0.0938,-0.0156,0.9531
238.74,-0.0938,-0.0156,0.9375
238.76,-0.0938,-0.0156,0.9531
238.78,-0.0938,-0.0156,0.9531
238.80,-0.0938,-0.0156,0.9531
238.82,-0.0938,-0.0156,0.9531
238.84,-0.0938,-0.0156,0.9531
238.86,-0.0938,-0.0156,0.9531
238.88,-0.0938,-0.0156,0.9531
238.90,-0.0938,-0.0156,0.9531
238.92,-0.0938,-0.0156,0.9531
238.94,-0.0938,-0.0156,0.9375
238.96,-0.0938,-0.0156,0.9375
238.98,-0.0938,-0.0156,0.9375
239.00,-0.0938,-0.0156,0.9531
239.02,-0.0938,-0.0156,0.9531
239.04,-0.0938,-0.0156,0.9531
239.06,-0.0938,-0.0156,0.9531
239.08,-0.0938,-0.0156,0.9375
239.10,-0.0938,-0.0156,0.9531
239.12,-0.0938,-0.0156,0.9531
239.14,-0.0938,-0.0156,0.9531
239.16,-0.0938,-0.0156,0.9531
239.18,-0.0938,-0.0156,0.9531
239.20,-0.0938,-0.0156,0.9531
239.22,-0.0938,-0.0156,0.9375
239.24,-0.0938,-0.0156,0.9375
239.26,-0.0938,-0.0156,0.9531
239.28,-0.0938,-0.0156,0.9531
239.30,-0.0938,-0.0156,0.9531
239.32,-0.0938,-0.0156,0.9531
239.34,-0.0938,-0.0156,0.9531
239.36,-0.0938,-0.0156,0.9531
239.38,-0.0938,-0.0156,0.9531
239.40,-0.0938,-0.0156,0.9375
239.42,-0.0781,-0.0156,0.9531
239.44,-0.0938,-0.0156,0.9531
239.46,-0.0938,-0.0156,0.9531
239.48,-0.0938,-0.0156,0.9531
239.50,-0.0938,-0.0156,0.9531
239.52,-0.0938,-0.0156,0.9531
239.54,-0.0938,-0.0156,0.9531
239.56,-0.0938,-0.0156,0.9531
239.58,-0.0938,-0.0156,0.9531
239.60,-0.0938,-0.0156,0.9375
239.62,-0.0938,-0.0156,0.9531
239.64,-0.0938,-0.0156,0.9375
239.66,-0.0938,-0.0156,0.9531
239.68,-0.0938,-0.0156,0.9531
239.70,-0.0938,-0.0156,0.9531
239.72,-0.0938,-0.0156,0.9375
239.74,-0.0938,-0.0156,0.9531
239.76,-0.0938,-0.0156,0.9531
239.78,-0.0938,-0.0156,0.9375
239.80,-0.0938,-0.0156,0.9531
239.82,-0.0938,-0.0156,0.9531
239.84,-0.0938,-0.0156,0.9375
239.86,-0.0938,-0.0156,0.9531
239.88,-0.0938,-0.0156,0.9375
239.90,-0.0938,-0.0156,0.9531
239.92,-0.0938,-0.0156,0.9531
239.94,-0.0938,-0.0156,0.9531
239.96,-0.0938,-0.0156,0.9375
239.98,-0.0938,-0.0156,0.9531
240.00,-0.0938,-0.0156,0.9531
240.02,-0.0938,-0.0156,0.9531
240.04,-0.0938,-0.0156,0.9531
240.06,-0.0938,-0.0156,0.9531
240.08,-0.0938,-0.0156,0.9531
240.10,-0.0938,-0.0156,0.9531
240.12,-0.0938,-0.0156,0.9531
240.14,-0.0938,-0.0156,0.9531
240.16,-0.0938,-0.0156,0.9531
240.18,-0.0938,-0.0156,0.9531
240.20,-0.0938,-0.0156,0.9531
240.22,-0.0938,-0.0156,0.9531
240.24,-0.0938,-0.0156,0.9531
240.26,-0.0938,-0.0156,0.9531
240.28,-0.0938,-0.0156,0.9531
240.30,-0.0938,-0.0156,0.9375
240.32,-0.0938,-0.0156,0.9531
240.34,-0.0938,-0.0156,0.9531
240.36,-0.0938,-0.0156,0.9531
240.38,-0.0938,-0.0156,0.9531
240.40,-0.0938,-0.0156,0.9531
240.42,-0.0938,-0.0156,0.9531
240.44,-0.0938,-0.0156,0.9375
240.46,-0.0938,-0.0156,0.9531
240.48,-0.0938,-0.0156,0.9531
240.50,-0.0938,-0.0156,0.9531
240.52,-0.0938,-0.0156,0.9375
240.54,-0.0938,-0.0156,0.9531
240.56,-0.0938,-0.0156,0.9531
240.58,-0.0938,-0.0156,0.9375
240.60,-0.0938,-0.0156,0.9531
240.62,-0.0938,-0.0156,0.9375
240.64,-0.0938,-0.0156,0.9531
240.66,-0.0938,-0.0156,0.9531
240.68,-0.0938,-0.0156,0.9531
240.70,-0.0938,-0.0156,0.9531
240.72,-0.0938,-0.0156,0.9531
240.74,-0.0938,-0.0156,0.9375
240.76,-0.0938,-0.0156,0.9531
240.78,-0.0938,-0.0156,0.9375
240.80,-0.0938,-0.0156,0.9531
240.82,-0.0938,-0.0156,0.9531
240.84,-0.0938,-0.0156,0.9375
240.86,-0.0938,-0.0156,0.9375
240.88,-0.0938,-0.0156,0.9375
240.90,-0.0938,-0.0156,0.9375
240.92,-0.0938,-0.0156,0.9531
240.94,-0.0938,-0.0156,0.9531
240.96,-0.0938,-0.0156,0.9531
240.98,-0.0938,-0.0156,0.9375
241.00,-0.0938,-0.0156,0.9531
241.02,-0.0938,-0.0156,0.9531
241.04,-0.0938,-0.0156,0.9375
241.06,-0.0938,-0.0156,0.9531
241.08,-0.0938,-0.0156,0.9375
241.10,-0.0938,-0.0156,0.9531
241.12,-0.0938,-0.0156,0.9531
241.14,-0.0938,-0.0156,0.9531
241.16,-0.0938,-0.0156,0.9531
241.18,-0.0938,-0.0156,0.9531
241.20,-0.0938,-0.0156,0.9531
241.22,-0.0938,-0.0156,0.9375
241.24,-0.1094,-0.0156,0.9375
241.26,-0.0938,-0.0156,0.9531
241.28,-0.0938,-0.0156,0.9531
241.30,-0.0938,-0.0156,0.9531
241.32,-0.0938,-0.0156,0.9531
241.34,-0.0938,-0.0156,0.9531
241.36,-0.0938,-0.0156,0.9531
241.38,-0.0938,-0.0156,0.9375
241.40,-0.0938,-0.0156,0.9531
241.42,-0.0938,-0.0156,0.9531
241.44,-0.0938,-0.0156,0.9375
241.46,-0.0938,-0.0156,0.9531
241.48,-0.0938,-0.0156,0.9531
241.50,-0.0938,-0.0156,0.9531
241.52,-0.0938,-0.0156,0.9531
241.54,-0.0938,-0.0156,0.9531
241.56,-0.0938,-0.0156,0.9531
241.58,-0.0938,-0.0156,0.9531
241.60,-0.0938,-0.0156,0.9531
241.62,-0.0938,-0.0156,0.9531
241.64,-0.0938,-0.0156,0.9531
241.66,-0.0938,-0.0156,0.9531
241.68,-0.0938,-0.0156,0.9375
241.70,-0.0938,-0.0156,0.9531
241.72,-0.0938,-0.0156,0.9531
241.74,-0.0938,-0.0156,0.9531
241.76,-0.0938,-0.0156,0.9531
241.78,-0.0938,-0.0156,0.9531
241.80,-0.0938,-0.0156,0.9531
241.82,-0.0938,-0.0156,0.9531
241.84,-0.0938,-0.0156,0.9531
241.86,-0.0938,-0.0156,0.9531
241.88,-0.0938,-0.0156,0.9531
241.90,-0.0938,-0.0156,0.9531
241.92,-0.0938,-0.0156,0.9531
241.94,-0.0938,-0.0156,0.9531
241.96,-0.0938,-0.0156,0.9531
241.98,-0.0938,-0.0156,0.9531
242.00,-0.0781,-0.0156,0.9531
242.02,-0.0938,-0.0156,0.9531
242.04,-0.0938,-0.0156,0.9531
242.06,-0.0938,-0.0156,0.9531
242.08,-0.0938,-0.0156,0.9531
242.10,-0.0938,-0.0156,0.9375
242.12,-0.0938,-0.0156,0.9531
242.14,-0.0938,-0.0156,0.9531
242.16,-0.0938,-0.0156,0.9531
242.18,-0.0938,-0.0156,0.9531
242.20,-0.0938,-0.0156,0.9531
242.22,-0.0938,-0.0156,0.9531
242.24,-0.0938,-0.0156,0.9531
242.26,-0.0938,-0.0156,0.9531
242.28,-0.0938,-0.0156,0.9531
242.30,-0.0938,-0.0156,0.9531
242.32,-0.0938,-0.0156,0.9531
242.34,-0.0938,-0.0156,0.9531
242.36,-0.0938,-0.0156,0.9531
242.38,-0.0938,-0.0312,0.9531
242.40,-0.0938,-0.0156,0.9531
242.42,-0.0938,-0.0156,0.9531
242.44,-0.0938,-0.0156,0.9375
242.46,-0.0938,-0.0156,0.9375
242.48,-0.0938,-0.0156,0.9531
242.50,-0.0938,-0.0156,0.9531
242.52,-0.0938,-0.0156,0.9531
242.54,-0.0938,-0.0156,0.9531
242.56,-0.0938,-0.0156,0.9531
242.58,-0.0938,-0.0156,0.9531
242.60,-0.0938,-0.0156,0.9531
242.62,-0.0938,-0.0156,0.9531
242.64,-0.0938,-0.0156,0.9375
242.66,-0.0938,-0.0156,0.9531
242.68,-0.0938,-0.0156,0.9531
242.70,-0.0938,-0.0156,0.9531
242.72,-0.0938,-0.0156,0.9531
242.74,-0.0938,-0.0156,0.9531
242.76,-0.0938,-0.0156,0.9531
242.78,-0.0938,-0.0156,0.9531
242.80,-0.0938,-0.0156,0.9531
242.82,-0.0938,-0.0156,0.9375
242.84,-0.0938,-0.0156,0.9531
242.86,-0.0938,-0.0156,0.9531
242.88,-0.0938,-0.0156,0.9531
242.90,-0.0938,-0.0156,0.9375
242.92,-0.0938,-0.0156,0.9531
242.94,-0.0938,-0.0156,0.9531
242.96,-0.0938,-0.0156,0.9531
242.98,-0.0938,-0.0156,0.9531
243.00,-0.0938,-0.0156,0.9531
243.02,-0.0938,-0.0156,0.9375
243.04,-0.0938,-0.0156,0.9375
243.06,-0.0938,-0.0156,0.9531
243.08,-0.0938,-0.0156,0.9531
243.10,-0.0938,-0.0156,0.9531
243.12,-0.0938,-0.0156,0.9531
243.14,-0.0938,-0.0156,0.9531
243.16,-0.0938,-0.0156,0.9375
243.18,-0.0938,-0.0156,0.9531
243.20,-0.0938,-0.0156,0.9531
243.22,-0.0938,-0.0156,0.9531
243.24,-0.0938,-0.0156,0.9531
243.26,-0.0938,-0.0156,0.9531
243.28,-0.0938,-0.0156,0.9531
243.30,-0.0938,-0.0156,0.9531
243.32,-0.0938,-0.0156,0.9531
243.34,-0.0938,-0.0156,0.9531
243.36,-0.0938,-0.0156,0.9531
243.38,-0.0938,-0.0156,0.9531
243.40,-0.0938,-0.0156,0.9375
243.42,-0.0938,-0.0156,0.9531
243.44,-0.0938,-0.0156,0.9531
243.46,-0.0938,-0.0156,0.9375
243.48,-0.0938,-0.0156,0.9531
243.50,-0.0938,-0.0156,0.9531
243.52,-0.0938,-0.0156,0.9531
243.54,-0.0938,-0.0156,0.9375
243.56,-0.0938,-0.0156,0.9531
243.58,-0.0938,-0.0156,0.9375
243.60,-0.0938,-0.0156,0.9531
243.62,-0.0938,-0.0156,0.9531
243.64,-0.0938,-0.0156,0.9375
243.66,-0.0938,-0.0156,0.9375
243.68,-0.0938,-0.0156,0.9531
243.70,-0.0938,-0.0156,0.9375
243.72,-0.0938,-0.0156,0.9531
243.74,-0.0938,-0.0156,0.9531
243.76,-0.0938,-0.0156,0.9531
243.78,-0.0938,-0.0156,0.9531
243.80,-0.0938,-0.0156,0.9531
243.82,-0.0938,-0.0156,0.9531
243.84,-0.0938,-0.0156,0.9531
243.86,-0.0938,-0.0156,0.9531
243.88,-0.0938,-0.0156,0.9531
243.90,-0.0938,-0.0156,0.9531
243.92,-0.0938,-0.0156,0.9531
243.94,-0.0938,-0.0156,0.9531
243.96,-0.0938,-0.0156,0.9531
243.98,-0.0938,-0.0156,0.9531
244.00,-0.0938,-0.0156,0.9531
244.02,-0.0938,-0.0156,0.9531
244.04,-0.0938,-0.0156,0.9531
244.06,-0.0938,-0.0156,0.9531
244.08,-0.0938,-0.0156,0.9531
244.10,-0.0938,-0.0156,0.9375
244.12,-0.0938,-0.0156,0.9375
244.14,-0.0938,-0.0156,0.9375
244.16,-0.0938,-0.0156,0.9375
244.18,-0.0938,-0.0156,0.9531
244.20,-0.0938,-0.0156,0.9531
244.22,-0.0938,-0.0156,0.9531
244.24,-0.0938,-0.0156,0.9531
244.26,-0.0938,-0.0156,0.9531
244.28,-0.0938,-0.0156,0.9531
244.30,-0.0938,-0.0156,0.9531
244.32,-0.0938,-0.0156,0.9531
244.34,-0.0938,-0.0156,0.9531
244.36,-0.0938,-0.0156,0.9531
244.38,-0.0938,-0.0156,0.9375
244.40,-0.0938,-0.0156,0.9531
244.42,-0.0938,-0.0156,0.9531
244.44,-0.0938,-0.0156,0.9531
244.46,-0.0938,-0.0156,0.9531
244.48,-0.0938,-0.0156,0.9375
244.50,-0.0938,0.0000,0.9531
244.52,-0.0938,-0.0156,0.9531
244.54,-0.0938,-0.0156,0.9531
244.56,-0.0938,-0.0156,0.9531
244.58,-0.0938,-0.0156,0.9375
244.60,-0.0938,-0.0156,0.9531
244.62,-0.0938,-0.0156,0.9531
244.64,-0.0938,-0.0156,0.9531
244.66,-0.0938,-0.0156,0.9531
244.68,-0.0938,-0.0156,0.9531
244.70,-0.0938,-0.0156,0.9531
244.72,-0.0938,-0.0156,0.9531
244.74,-0.0938,-0.0156,0.9375
244.76,-0.0938,-0.0156,0.9531
244.78,-0.0938,-0.0156,1.0000
244.80,-0.0938,-0.0156,0.9531
244.82,-0.0781,-0.0156,0.9688
244.84,-0.0938,-0.0156,0.9531
244.86,-0.0938,-0.0156,0.9531
244.88,-0.0938,-0.0156,0.9531
244.90,-0.0938,-0.0156,0.9531
244.92,-0.0938,-0.0156,0.9531
244.94,-0.0938,-0.0156,0.9531
244.96,-0.0938,-0.0156,0.9531
244.98,-0.0938,-0.0156,0.9375
245.00,-0.0938,-0.0156,0.9531
245.02,-0.0938,-0.0156,0.9531
245.04,-0.0938,-0.0156,0.9531
245.06,-0.0938,-0.0156,0.9531
245.08,-0.0938,-0.0156,0.9531
245.10,-0.0938,-0.0156,0.9375
245.12,-0.0938,-0.0156,0.9531
245.14,-0.0938,-0.0156,0.9531
245.16,-0.0938,-0.0156,0.9375
245.18,-0.0938,-0.0156,0.9531
245.20,-0.0938,-0.0156,0.9375
245.22,-0.0938,-0.0156,0.9531
245.24,-0.0938,-0.0156,0.9531
245.26,-0.0938,-0.0156,0.9531
245.28,-0.0938,-0.0156,0.9531
245.30,-0.0938,-0.0156,0.9531
245.32,-0.0938,-0.0156,0.9375
245.34,-0.0938,-0.0156,0.9531
245.36,-0.0938,-0.0156,0.9375
245.38,-0.0938,-0.0156,0.9375
245.40,-0.0938,-0.0156,0.9531
245.42,-0.0938,-0.0156,0.9531
245.44,-0.0938,-0.0156,0.9531
245.46,-0.0938,-0.0156,0.9531
245.48,-0.0938,-0.0156,0.9531
245.50,-0.0938,-0.0156,0.9531
245.52,-0.0938,-0.0156,0.9531
245.54,-0.0938,-0.0156,0.9531
245.56,-0.0938,-0.0156,0.9531
245.58,-0.0938,-0.0156,0.9531
245.60,-0.0938,-0.0156,0.9531
245.62,-0.0938,-0.0156,0.9531
245.64,-0.0938,-0.0156,0.9531
245.66,-0.0938,-0.0156,0.9531
245.68,-0.0938,-0.0156,0.9531
245.70,-0.0938,-0.0156,0.9531
245.72,-0.0938,-0.0156,0.9531
245.74,-0.0938,-0.0156,0.9531
245.76,-0.0938,-0.0156,0.9531
245.78,-0.0938,-0.0156,0.9531
245.80,-0.0938,-0.0156,0.9375
245.82,-0.0938,-0.0156,0.9531
245.84,-0.0938,-0.0156,0.9531
245.86,-0.0938,-0.0156,0.9531
245.88,-0.0938,-0.0156,0.9531
245.90,-0.0938,-0.0156,0.9375
245.92,-0.0938,-0.0156,0.9375
245.94,-0.0938,-0.0156,0.9375
245.96,-0.0938,-0.0156,0.9531
245.98,-0.0938,-0.0156,0.9375
246.00,-0.0938,-0.0156,0.9531
246.02,-0.0938,-0.0156,0.9375
246.04,-0.0938,-0.0156,0.9531
246.06,-0.0938,-0.0156,0.9531
246.08,-0.0938,-0.0156,0.9531
246.10,-0.0938,-0.0156,0.9531
246.12,-0.0938,-0.0156,0.9531
246.14,-0.0938,-0.0156,0.9531
246.16,-0.0938,-0.0156,0.9531
246.18,-0.0938,-0.0156,0.9375
246.20,-0.0938,-0.0156,0.9531
246.22,-0.0938,-0.0156,0.9531
246.24,-0.0938,-0.0156,0.9375
246.26,-0.0938,-0.0156,0.9531
246.28,-0.0938,-0.0156,0.9375
246.30,-0.0938,-0.0156,0.9531
246.32,-0.0938,-0.0156,0.9531
246.34,-0.0938,-0.0156,0.9375
246.36,-0.0938,-0.0156,0.9531
246.38,-0.0938,-0.0156,0.9531
246.40,-0.0938,-0.0156,0.9531
246.42,-0.0938,-0.0156,0.9531
246.44,-0.0938,-0.0156,0.9375
246.46,-0.0938,-0.0156,0.9531
246.48,-0.0938,-0.0156,0.9375
246.50,-0.0938,-0.0156,0.9844
246.52,-0.0938,-0.0156,0.9375
246.54,-0.0938,-0.0156,0.9688
246.56,-0.0938,-0.0156,0.9375
246.58,-0.0938,-0.0156,0.9531
246.60,-0.0938,-0.0156,0.9375
246.62,-0.0938,-0.0312,0.9531
246.64,-0.0938,-0.0156,0.9375
246.66,-0.0938,-0.0156,0.9531
246.68,-0.0938,-0.0156,0.9531
246.70,-0.0938,-0.0156,0.9531
246.72,-0.0938,-0.0156,0.9531
246.74,-0.0938,-0.0156,0.9531
246.76,-0.0938,-0.0156,0.9531
246.78,-0.0938,-0.0156,0.9531
246.80,-0.0938,-0.0156,0.9531
246.82,-0.0938,-0.0156,0.9375
246.84,-0.0938,-0.0156,0.9531
246.86,-0.0938,-0.0156,0.9531
246.88,-0.0938,-0.0156,0.9375
246.90,-0.0938,-0.0156,0.9531
246.92,-0.0938,-0.0156,0.9531
246.94,-0.0938,-0.0156,0.9531
246.96,-0.0938,-0.0156,0.9531
246.98,-0.0938,-0.0156,0.9531
247.00,-0.0938,-0.0156,0.9531
247.02,-0.0938,-0.0156,0.9531
247.04,-0.0938,-0.0156,0.9531
247.06,-0.0938,-0.0156,0.9531
247.08,-0.0938,-0.0156,0.9375
247.10,-0.0938,-0.0156,0.9531
247.12,-0.0938,-0.0156,0.9531
247.14,-0.0938,-0.0156,0.9531
247.16,-0.0938,-0.0156,0.9375
247.18,-0.0938,-0.0156,0.9531
247.20,-0.0938,-0.0156,0.9531
247.22,-0.0938,-0.0156,0.9375
247.24,-0.0938,-0.0156,0.9531
247.26,-0.0938,-0.0156,0.9531
247.28,-0.0938,-0.0156,0.9531
247.30,-0.0938,-0.0156,0.9375
247.32,-0.0938,-0.0156,0.9531
247.34,-0.0938,-0.0156,0.9531
247.36,-0.0938,-0.0156,0.9375
247.38,-0.0938,-0.0156,0.9531
247.40,-0.0938,-0.0156,0.9531
247.42,-0.0938,-0.0156,0.9531
247.44,-0.0938,-0.0156,0.9531
247.46,-0.0938,-0.0156,0.9531
247.48,-0.0938,-0.0156,0.9375
247.50,-0.0938,-0.0156,0.9531
247.52,-0.0938,-0.0156,0.9531
247.54,-0.0938,-0.0156,0.9531
247.56,-0.0938,-0.0156,0.9531
247.58,-0.0938,-0.0156,0.9375
247.60,-0.0938,-0.0156,0.9531
247.62,-0.0938,-0.0312,0.9531
247.64,-0.0938,-0.0156,0.9531
247.66,-0.0938,-0.0156,0.9531
247.68,-0.0938,-0.0156,0.9531
247.70,-0.0938,-0.0156,0.9375
247.72,-0.0938,-0.0156,0.9531
247.74,-0.0938,-0.0156,0.9375
247.76,-0.0938,-0.0156,0.9375
247.78,-0.0938,-0.0156,0.9531
247.80,-0.0938,-0.0156,0.9531
247.82,-0.0938,-0.0156,0.9531
247.84,-0.0938,-0.0156,0.9531
247.86,-0.0938,-0.0156,0.9531
247.88,-0.0938,-0.0156,0.9531
247.90,-0.0938,-0.0156,0.9375
247.92,-0.0938,-0.0156,0.9531
247.94,-0.0938,-0.0156,0.9531
247.96,-0.0938,-0.0156,0.9531
247.98,-0.0938,-0.0156,0.9531
248.00,-0.0938,-0.0156,0.9531
248.02,-0.0938,-0.0156,0.9375
248.04,-0.0938,-0.0156,0.9375
248.06,-0.0938,-0.0156,0.9531
248.08,-0.0938,-0.0156,0.9531
248.10,-0.0938,-0.0156,0.9531
248.12,-0.0938,-0.0156,0.9531
248.14,-0.0938,-0.0156,0.9531
248.16,-0.0938,-0.0156,0.9375
248.18,-0.0938,-0.0156,0.9531
248.20,-0.0938,-0.0156,0.9531
248.22,-0.0938,-0.0156,0.9375
248.24,-0.0938,-0.0156,0.9531
248.26,-0.0938,-0.0156,0.9531
248.28,-0.0938,-0.0156,0.9531
248.30,-0.0938,-0.0156,0.9531
248.32,-0.0938,-0.0156,0.9375
248.34,-0.0938,-0.0156,0.9531
248.36,-0.0938,-0.0156,0.9531
248.38,-0.0938,-0.0156,0.9531
248.40,-0.0938,-0.0156,0.9531
248.42,-0.0938,-0.0156,0.9531
248.44,-0.0938,-0.0156,0.9531
248.46,-0.0938,-0.0156,0.9531
248.48,-0.0938,-0.0156,0.9531
248.50,-0.0938,-0.0156,0.9531
248.52,-0.0938,-0.0156,0.9531
248.54,-0.0938,-0.0156,0.9531
248.56,-0.0938,-0.0156,0.9531
248.58,-0.0938,-0.0156,0.9531
248.60,-0.0938,-0.0156,0.9531
248.62,-0.0938,-0.0156,0.9531
248.64,-0.0938,-0.0156,0.9531
248.66,-0.0938,-0.0156,0.9531
248.68,-0.0938,-0.0156,0.9531
248.70,-0.0938,-0.0156,0.9375
248.72,-0.0938,-0.0156,0.9531
248.74,-0.0938,-0.0156,0.9375
248.76,-0.0938,-0.0156,0.9531
248.78,-0.0938,-0.0156,0.9531
248.80,-0.0938,-0.0156,0.9531
248.82,-0.0938,-0.0156,0.9531
248.84,-0.0938,-0.0156,0.9531
248.86,-0.0938,-0.0156,0.9531
248.88,-0.0938,-0.0156,0.9375
248.90,-0.0938,-0.0156,0.9531
248.92,-0.0938,-0.0156,0.9531
248.94,-0.0938,-0.0156,0.9531
248.96,-0.0938,-0.0156,0.9375
248.98,-0.0938,-0.0156,0.9531
249.00,-0.0938,-0.0156,0.9531
249.02,-0.0938,-0.0156,0.9531
249.04,-0.0938,-0.0156,0.9531
249.06,-0.0938,-0.0156,0.9375
249.08,-0.0938,-0.0156,0.9531
249.10,-0.0938,-0.0156,0.9375
249.12,-0.0938,-0.0156,0.9531
249.14,-0.0938,-0.0156,0.9375
249.16,-0.0938,-0.0156,0.9531
249.18,-0.0938,-0.0156,0.9375
249.20,-0.0938,-0.0156,0.9531
249.22,-0.0938,-0.0156,0.9531
249.24,-0.0938,-0.0156,0.9531
249.26,-0.0938,-0.0156,0.9531
249.28,-0.0938,-0.0156,0.9531
249.30,-0.0938,-0.0156,0.9531
249.32,-0.0938,-0.0156,0.9531
249.34,-0.0938,-0.0156,0.9375
249.36,-0.0938,-0.0156,0.9531
249.38,-0.0938,-0.0156,0.9375
249.40,-0.0938,-0.0156,0.9531
249.42,-0.0938,-0.0156,0.9531
249.44,-0.0938,-0.0156,0.9531
249.46,-0.0938,-0.0156,0.9531
249.48,-0.0938,-0.0156,0.9531
249.50,-0.0938,-0.0156,0.9375
249.52,-0.0938,-0.0156,0.9531
249.54,-0.0938,-0.0156,0.9375
249.56,-0.0938,-0.0156,0.9375
